"latitude","longitude","date"
44.9979,-122.1631,"8/2/1993"
45.12545,-122.533,"7/15/1995"
NA,NA,""
45.32301,-121.7115,"5/27/1997"
45.03255,-122.4808,"6/8/2000"
45.40023,-122.2777,"7/22/2000"
44.97487,-122.3057,"3/18/2001"
45.33175,-121.9139,"11/29/2001"
45.3207,-121.9547,"2/15/2003"
45.1867,-122.3803,"6/20/2004"
44.9633,-122.4,"9/26/2004"
44.95023,-122.2347,"8/10/2008"
45.31061,-121.8388,"8/25/2008"
NA,NA,""
NA,NA,""
NA,NA,""
45.1518,-122.1032,"9/24/2013"
NA,NA,""
46.19945,-123.9513,"9/15/1993"
NA,NA,""
45.99378,-123.9211,"8/3/2001"
45.70835,-123.625,"9/20/2001"
45.93701,-123.5417,"6/4/2004"
46.03193,-123.4573,"8/1/2008"
45.7492,-122.9546,"8/6/2004"
45.85606,-123.1691,"6/24/2018"
NA,NA,""
40.1,-124.2,"2/15/1980"
43.54165,-123.875,"11/14/1995"
NA,NA,""
43.1786,-124.3688,"8/21/2004"
43,-124.43,"10/29/2004"
43.27402,-123.9834,"4/15/2020"
42.28445,-124.2148,"11/15/1974"
42.6425,-124.0255,"9/15/1975"
NA,NA,""
42.82,-124.53,"8/14/1986"
42.4018,-124.426,"2/25/1994"
42.07,-124.3,"3/17/2001"
42.08,-124.3,"6/4/2001"
NA,NA,""
41.115,-75.205,"8/15/2008"
40.61798,-77.62407,"5/15/1980"
41.21365,-80.26563,"10/15/1978"
NA,NA,""
41.32501,-75.74288,"3/23/2016"
NA,NA,""
39.72785,-76.2074,"7/20/2011"
NA,NA,""
NA,NA,""
40.33498,-77.85934,"8/12/2021"
NA,NA,""
NA,NA,""
NA,NA,""
41.47511,-79.3178,"7/3/1980"
NA,NA,""
41.91826,-80.54177,"10/15/1977"
NA,NA,""
NA,NA,""
NA,NA,""
NA,NA,""
NA,NA,""
40.05148,-79.56702,"10/15/1994"
NA,NA,""
NA,NA,""
41.51954,-78.87955,"6/5/2010"
NA,NA,""
NA,NA,""
NA,NA,""
40.60756,-79.20052,"12/20/2022"
41.02176,-74.53322,"10/15/1988"
NA,NA,""
NA,NA,""
NA,NA,""
NA,NA,""
41.4065,-76.804,"7/1/2005"
41.9548,-78.65621,"10/1/1963"
41.97226,-78.66863,"9/12/1973"
NA,NA,""
41.73315,-78.93985,"1/1/2006"
NA,NA,""
NA,NA,""
NA,NA,""
NA,NA,""
41.07374,-80.12229,"10/19/2012"
41.05,-80.50751,"8/15/2015"
NA,NA,""
NA,NA,""
NA,NA,""
41.01865,-78.377,"1/14/1921"
NA,NA,""
39.73523,-76.04183,"9/1/2011"
NA,NA,""
40.36382,-78.87788,"7/26/1978"
NA,NA,""
NA,NA,""
NA,NA,""
40.50322,-80.19804,"2/27/2007"
NA,NA,""
NA,NA,""
41.98067,-71.6568,"10/15/1998"
41.81391,-71.74425,"11/15/2011"
39.76366,-77.27178,"7/1/1961"
NA,NA,""
NA,NA,""
NA,NA,""
NA,NA,""
40.357,-79.8765,"6/15/1985"
40.29929,-79.8944,"8/16/1988"
NA,NA,""
40.5833,-79.9167,"1/30/2006"
40.52825,-80.25475,"7/22/2007"
40.5278,-79.7668,"11/3/2007"
40.6166,-80.0107,"1/27/2008"
NA,NA,""
40.60946,-80.3293,"4/11/2020"
NA,NA,""
40.4225,-75.06665,"9/17/2007"
40.37726,-75.37814,"10/24/2007"
40.1316,-74.85745,"2/25/2014"
NA,NA,""
40.94997,-80.07443,"5/1/2015"
40.92895,-80.07216,"8/15/2016"
NA,NA,""
NA,NA,""
NA,NA,""
NA,NA,""
NA,NA,""
40.65083,-78.52589,"11/30/2009"
40.29074,-78.85725,"11/15/2011"
40.45896,-78.80971,"10/5/2022"
41.34404,-78.04547,"10/16/2008"
NA,NA,""
40.97015,-78.42314,"8/21/1978"
NA,NA,""
41.12782,-78.5826,"9/13/2008"
NA,NA,""
NA,NA,""
NA,NA,""
NA,NA,""
41.31268,-78.39445,"9/30/2003"
NA,NA,""
NA,NA,""
35.148,-81.861,"7/18/1969"
34.0431,-80.80685,"10/10/1964"
34.52414,-82.38998,"7/11/1981"
34.39092,-81.54448,"10/31/2020"
NA,NA,""
NA,NA,""
33.72,-78.9211,"4/18/1974"
NA,NA,""
NA,NA,""
34.421,-81.396,"5/8/2006"
33.096,-80.316,"1/14/2007"
34.08725,-79.1246,"9/1/1998"
33.5155,-78.3829,"4/14/2007"
NA,NA,""
34.53654,-81.70052,"12/6/1991"
34.45025,-82.56786,"7/1/1975"
35.01305,-82.7962,"10/1/1998"
34.65375,-83.11639,"12/5/2005"
NA,NA,""
NA,NA,""
NA,NA,""
36.86345,-79.65835,"8/15/1985"
32.9032,-80.65645,"2/11/2005"
34.59,-80.3891,"10/17/2003"
34.9533,-81.56005,"4/15/2003"
33.007,-80.156,"6/24/1970"
NA,NA,""
32.29968,-80.95958,"5/30/2007"
33.245,-81.359,"6/8/1978"
34.35765,-82.82005,"6/1/2007"
32.98597,-81.61264,"11/25/2005"
43.35851,-102.3971,"12/4/2002"
43.89875,-103.4966,"11/4/2006"
NA,NA,""
44.38611,-103.6183,"6/22/2008"
43.4471,-101.7312,"11/1/2003"
43.37663,-99.1903,"11/14/2006"
NA,NA,""
NA,NA,""
NA,NA,""
44.21694,-103.7742,"6/27/2019"
32.37152,-80.44109,"8/2/2022"
NA,NA,""
33.132,-79.884,"10/20/2004"
33.0932,-79.8102,"3/15/2021"
35.14947,-81.60892,"10/30/2021"
32.825,-80.559,"7/21/2007"
33.04536,-80.45451,"5/2/2009"
34.374,-80.074,"3/13/2006"
NA,NA,""
NA,NA,""
36.15588,-82.38587,"11/11/2012"
35.5035,-89.91499,"10/15/1981"
35.68449,-83.53575,"4/1/1970"
36.3065,-84.34,"6/14/1986"
NA,NA,""
NA,NA,""
NA,NA,""
35.5467,-85.02585,"3/1/2004"
35.1013,-84.3046,"10/14/1986"
35.545,-87.8084,"9/15/2011"
36.26451,-89.25397,"6/17/1978"
NA,NA,""
35.988,-86.5101,"8/15/1988"
35.94778,-86.36485,"3/15/1993"
NA,NA,""
35.64151,-83.47566,"7/1/2002"
35.46865,-83.3626,"4/11/2006"
35.4745,-83.3032,"8/30/2008"
NA,NA,""
35.226,-89.94,"4/15/1985"
36.42846,-82.31094,"10/20/1993"
36.30155,-86.60155,"4/15/1966"
36.5802,-86.5104,"5/24/1986"
35.537,-89.63499,"12/1/1994"
NA,NA,""
35.416,-89.7735,"7/15/2007"
NA,NA,""
36.19746,-84.66167,"12/14/2009"
NA,NA,""
35.3538,-84.0458,"3/14/1987"
NA,NA,""
NA,NA,""
35.6753,-86.7074,"6/10/1980"
35.40472,-84.05056,"7/22/2006"
NA,NA,""
35.3218,-87.2932,"1/1/1955"
NA,NA,""
NA,NA,""
35.94,-87.25375,"10/15/1994"
35.80762,-88.30945,"2/9/2005"
35.52335,-89.35205,"3/1/2013"
36.36264,-82.98764,"2/15/1981"
35.0055,-89.3808,"10/14/1989"
36.38632,-83.21461,"10/7/2006"
NA,NA,""
35.78439,-87.44963,"7/17/2009"
35.0228,-87.2352,"5/31/2008"
35.22149,-87.39061,"6/12/2021"
35.10615,-86.46987,"10/1/1987"
35.11417,-86.465,"7/16/2003"
NA,NA,""
NA,NA,""
35.2597,-84.28315,"8/3/2000"
NA,NA,""
NA,NA,""
36.105,-84.38335,"8/26/2018"
35.30146,-85.07263,"9/9/2011"
35.23036,-85.75014,"4/10/2000"
36.0925,-82.3045,"7/18/2009"
36.19408,-83.73153,"4/13/2005"
35.1918,-86.9094,"11/15/1989"
36.0165,-88.76775,"4/15/1974"
36.39403,-84.85902,"6/6/2006"
36.09583,-89.48666,"1/10/2005"
NA,NA,""
36.0917,-86.9803,"10/8/1988"
35.545,-85.0667,"12/19/1970"
35.8606,-89.0912,"4/22/1994"
NA,NA,""
36.1874,-87.0886,"11/29/2008"
NA,NA,""
NA,NA,""
NA,NA,""
NA,NA,""
36.12292,-88.65445,"10/15/1981"
NA,NA,""
35.97231,-84.88466,"6/1/2005"
35.8823,-84.88694,"4/20/2020"
NA,NA,""
36.1124,-87.4769,"7/10/1987"
36.12318,-87.38542,"7/11/1987"
36.02328,-89.17284,"3/20/2021"
36.16488,-89.03873,"6/15/2007"
35.20416,-87.19556,"11/22/2004"
35.18597,-84.48414,"7/10/2006"
35.5559,-84.0475,"12/14/2004"
36.2635,-83.918,"9/16/1988"
33.29083,-97.8375,"10/10/2003"
34.31,-99.295,"7/23/2016"
29.38333,-96.25,"4/29/2002"
30.812,-95.75645,"11/11/1961"
28.725,-97.06667,"8/22/1997"
32.57306,-95.80556,"8/30/2004"
32.58125,-94.86958,"10/1/1976"
30.775,-94.41528,"12/12/2003"
31.22333,-94.96611,"11/15/1995"
30.38667,-98.08611,"4/24/2004"
31.45417,-100.4161,"11/19/2004"
31.44815,-100.4219,"8/1/2006"
31.0232,-94.47903,"6/15/2005"
32.31565,-95.48672,"10/30/2015"
30.61667,-95.52722,"7/4/1975"
30.75,-95.37666,"12/31/1996"
30.52361,-95.58334,"9/11/2001"
30.6,-95.63,"1/28/2005"
29.17805,-96.29222,"9/12/2004"
30.51559,-97.67403,"6/23/2017"
30.77532,-97.93719,"6/24/2017"
NA,NA,""
NA,NA,""
35.129,-84.8215,"4/28/2007"
36.4583,-83.92841,"6/24/1995"
NA,NA,""
33.16972,-99.18778,"10/15/1988"
32.84,-97.445,"12/23/1976"
30.566,-100.545,"7/19/2006"
32.24271,-95.12872,"7/15/1972"
30.43703,-95.12381,"5/18/1990"
31.1659,-94.1679,"11/18/2019"
31.56,-93.87194,"2/3/2004"
31.87791,-94.89986,"9/15/1980"
35.93985,-100.6767,"7/14/2014"
33.64555,-95.16028,"4/15/1982"
34.93243,-101.667,"10/21/2006"
30.73861,-94.89778,"4/15/1964"
30.71139,-94.70139,"4/18/2005"
32.75,-97.75,"11/30/1976"
32.1,-94.20695,"11/25/1992"
32.8269,-98.3298,"7/20/1969"
30.12615,-93.8117,"8/13/2007"
32.85,-98.375,"6/15/1977"
32.83333,-98.38333,"10/31/2004"
32.817,-98.34489,"1/10/2008"
32.04361,-94.37444,"12/28/2003"
32.05806,-94.2,"4/11/2004"
32.01083,-94.14306,"1/18/2005"
32.7,-98.03333,"10/17/2003"
32.78611,-97.83334,"11/20/2004"
32.755,-98,"10/15/2010"
32.675,-97.61,"6/30/2011"
32.675,-97.61,"8/27/2011"
32.64,-97.84,"6/13/2019"
32.66908,-98.03284,"10/23/2020"
31.27278,-102.6922,"2/15/2000"
31.06278,-102.3881,"2/1/2005"
30.71139,-94.58,"4/26/2005"
30.66986,-94.66653,"5/8/2005"
33.67056,-95.06667,"11/15/1987"
33.66666,-95.27361,"11/2/2002"
33.845,-95.19722,"11/16/2003"
31.91708,-94.63458,"1/11/1998"
32.27444,-94.965,"10/8/2003"
32.35306,-94.90528,"12/12/2003"
32.28944,-94.86833,"12/30/2003"
32.33528,-94.7375,"12/30/2003"
32.01667,-94.68333,"11/26/2004"
31.86794,-94.95061,"11/15/2017"
32.19417,-94.70779,"3/4/2022"
NA,NA,""
30.63333,-95.3,"1/8/2004"
30.475,-95.09167,"9/12/2004"
30.55,-95.12305,"11/24/2004"
30.46,-95.13,"6/27/2005"
30.31363,-95.17966,"11/15/2007"
30.3115,-95.3175,"6/11/2009"
32.13972,-95.32,"10/22/2003"
32.18333,-95.21667,"10/3/2004"
32.51556,-95.41817,"10/3/2004"
NA,NA,""
32.19202,-95.35257,"4/3/2011"
32.675,-97.025,"4/2/2016"
30.8,-93.7,"11/25/1981"
31.33333,-94.33334,"10/15/2003"
33.211,-94.0765,"2/6/1982"
31.4771,-98.53998,"11/17/2007"
28.8,-96.04472,"6/30/2004"
33.45278,-101.5361,"1/6/2001"
31.40444,-95.70861,"9/30/1930"
30.40335,-97.2836,"12/8/2014"
31.11611,-98.055,"8/15/1977"
NA,NA,""
29.24665,-100.4104,"8/13/1994"
32.15,-97.52499,"11/1/1986"
32.17194,-97.54944,"12/10/2003"
33.82722,-95.62861,"12/29/2001"
33.82083,-95.83639,"1/13/2004"
31.18523,-95.89323,"2/13/2018"
30.302,-95.10654,"4/19/1980"
30.26667,-94.85,"5/4/2004"
30.26861,-94.79333,"6/3/2004"
30.10305,-94.82,"6/15/2004"
30.08333,-94.86667,"7/22/2004"
29.88528,-94.83334,"8/19/2004"
30.41667,-94.86667,"11/26/2004"
30.01667,-94.85,"1/17/2005"
30.40833,-95.00833,"2/2/2005"
32.79338,-94.69412,"9/22/2021"
28.97944,-96.01666,"1/17/2005"
29,-95.5,"2/1/2005"
30.23333,-95.60834,"7/15/1983"
30.31667,-95.32,"4/17/2002"
30.405,-95.36166,"11/26/2004"
30.3343,-95.28653,"5/2/2005"
30.52694,-95.71278,"10/29/2004"
30.14378,-95.47556,"10/18/2005"
30.54366,-95.77908,"4/1/2006"
NA,NA,""
NA,NA,""
NA,NA,""
30.52897,-95.72607,"1/4/2016"
NA,NA,""
NA,NA,""
33.03333,-94.72334,"11/27/2004"
30.76667,-93.68333,"9/6/2004"
30.72028,-93.61667,"9/26/2004"
30.77722,-103.7439,"10/8/2003"
30.41667,-93.94,"12/24/1983"
33.13333,-98.35,"10/21/2003"
32.94722,-96.10222,"12/24/2003"
32.24083,-101.3903,"10/3/2004"
31.35833,-95.48833,"6/30/1980"
33.33,-95.54278,"1/9/2004"
32.53333,-98.05,"12/12/2003"
NA,NA,""
32.16139,-95.6,"12/3/2004"
36,-100.5,"7/5/2000"
30.19144,-94.32404,"4/16/2019"
29.385,-97.81083,"10/8/2003"
32.4125,-94.81806,"6/30/1978"
33.75556,-96.53,"6/30/1975"
33.69,-96.84806,"12/31/2003"
33.71472,-96.78917,"2/19/2004"
33.81435,-96.76199,"7/4/2006"
33.825,-96.6075,"7/26/2019"
32.51667,-94.9,"8/16/2004"
29.30877,-97.47971,"5/15/2010"
32.68,-94.3,"4/15/1979"
32.68945,-94.59222,"11/29/2003"
32.8,-94.16666,"2/22/2004"
32.62389,-94.52,"2/27/2004"
32.62194,-94.2,"2/27/2004"
32.65,-94.37361,"2/28/2004"
32.58333,-94.15,"2/28/2004"
32.475,-97.815,"10/19/2011"
30.95972,-95.58334,"1/9/2004"
31.50773,-95.20691,"8/27/2006"
31.1683,-95.59745,"12/20/2007"
31.55668,-95.38226,"3/15/2017"
33.19944,-96.00306,"12/29/2003"
33.25,-95.84,"1/2/2015"
33.2,-96.17,"4/18/2020"
33.2,-98.4,"7/13/2015"
33.275,-98.325,"7/2/2016"
33.375,-98.3,"7/18/2016"
29.02611,-96.71,"9/22/2004"
30.83315,-93.972,"1/15/2003"
30.43444,-93.89,"4/25/2005"
30.33778,-93.97194,"8/14/2005"
30.7114,-94.04529,"11/2/2013"
31.05591,-94.20776,"3/25/2014"
29.32862,-97.77225,"4/15/1993"
31.87333,-96.2,"4/28/2004"
33.34139,-95.24917,"12/30/2003"
33.46333,-95.8775,"12/8/2003"
32.04417,-98.09234,"3/19/2005"
32.5175,-96.80417,"6/30/1938"
32.375,-98.68,"9/30/1977"
33.62167,-100.8361,"11/6/2003"
33.33614,-97.02299,"9/14/1990"
33.48,-95.76861,"12/15/1996"
29.57444,-98.03083,"7/1/1993"
31.84167,-100.5167,"1/22/2004"
33.675,-98.225,"6/17/2015"
31.82347,-95.37101,"4/30/1981"
31.90791,-95.01264,"10/22/2003"
33.18528,-94.25556,"7/15/1997"
33.05685,-94.52925,"10/15/1998"
33.01,-94.44,"10/1/2000"
32.9,-94.6,"3/1/2004"
33.07639,-94.25694,"8/10/2004"
33.09625,-94.32139,"4/21/2005"
NA,NA,""
33.17162,-94.14799,"10/23/2014"
33.2784,-94.12258,"11/29/2014"
34.03789,-94.32321,"5/30/2019"
34.125,-98.105,"7/30/2018"
29.79893,-98.15556,"9/15/2012"
29.52533,-98.15854,"1/9/2015"
33.48028,-97.04361,"5/30/1990"
33.81861,-96.96333,"5/24/2004"
33.77528,-97.05903,"12/27/2004"
31.37756,-97.59946,"12/1/2004"
33.24722,-95.77,"12/15/2003"
33.26222,-95.82056,"12/16/2003"
33.27303,-97.03784,"4/8/2008"
33.25,-97.05,"11/25/2017"
33.04,-97.18,"12/20/2017"
32.26889,-96.69583,"6/30/1964"
32.36,-96.66,"7/15/1972"
32.375,-96.63,"4/15/1988"
33.59,-96.27306,"12/15/2003"
33.61666,-95.90694,"1/30/2004"
33.79094,-95.92831,"8/22/2009"
NA,NA,""
33.445,-96.05,"7/15/2015"
33.36867,-95.23958,"10/20/2004"
31.93425,-96.12524,"8/25/2009"
30.33333,-96.55,"7/15/1972"
33.37917,-94.11611,"10/28/1978"
32.15,-97.5,"8/25/1979"
29.56835,-98.68465,"9/15/2008"
31.30853,-94.76362,"10/18/1968"
31.6212,-95.6669,"6/15/2001"
37.182,-113.7382,"2/13/2002"
40.028,-110.9315,"9/15/1977"
40.5,-109.9,"12/25/2004"
NA,NA,""
38.8204,-111.6631,"9/4/1988"
39.48,-111.23,"8/15/2005"
37.75705,-109.3125,"8/16/1978"
40.60779,-111.6508,"8/1/1964"
NA,NA,""
40.4871,-112.1402,"7/17/1970"
38.54144,-112.0729,"10/15/2018"
40.77988,-110.9325,"7/19/1986"
NA,NA,""
40.825,-110.825,"6/13/2001"
40.92128,-111.0837,"10/15/2004"
NA,NA,""
40.98583,-110.3961,"11/14/2021"
40.65,-110,"8/2/2005"
40.75,-109.575,"7/9/2007"
40.25622,-111.6068,"10/31/1982"
40.3857,-111.6992,"5/4/1996"
40.34937,-111.6956,"1/31/1998"
40.26705,-111.5986,"3/15/2003"
40.42,-111.63,"7/5/2004"
40.0445,-111.5447,"9/14/2005"
31.78333,-95.68333,"10/17/2003"
NA,NA,""
31.2371,-94.45095,"8/15/1979"
29.26258,-98.56143,"1/22/2014"
33.28333,-94.35722,"2/19/2004"
30.525,-96.59167,"1/17/2005"
30.55738,-96.42506,"9/2/2017"
NA,NA,""
40.9744,-111.8189,"8/22/1977"
NA,NA,""
37.8058,-111.3481,"5/19/1994"
39.64175,-111.2186,"10/19/1988"
40.61087,-110.8139,"8/17/1985"
40.915,-109.725,"10/3/1989"
NA,NA,""
41.43135,-111.4988,"10/19/1977"
NA,NA,""
NA,NA,""
36.76377,-81.9107,"11/16/2012"
38.9593,-78.02081,"10/17/2012"
36.7586,-76.0418,"5/19/2012"
NA,NA,""
37.1694,-76.77447,"7/24/1998"
37.12985,-76.82308,"12/20/2021"
38.98773,-78.20517,"4/23/2013"
38.89625,-78.1268,"9/15/2013"
NA,NA,""
38.225,-112.35,"8/15/2006"
41.6359,-111.6149,"10/7/1978"
41.5343,-111.5281,"9/20/1999"
41.96181,-111.5333,"1/5/2005"
41.49955,-111.6348,"9/7/2006"
41.7086,-112.0179,"10/21/2006"
40.9,-109.75,"8/10/2004"
40.86765,-109.5143,"12/7/2008"
NA,NA,""
40.91689,-111.8038,"3/4/2004"
40.61125,-110.3583,"8/22/2007"
40.60353,-110.8055,"7/11/2009"
NA,NA,""
39.58375,-111.1339,"8/22/1996"
38,-112.5,"11/20/1997"
NA,NA,""
40.9,-111.625,"10/15/2006"
38.48342,-77.34673,"9/13/2003"
36.73225,-81.62195,"9/12/2011"
38.73048,-78.33453,"9/16/1970"
36.8778,-82.4179,"10/16/2004"
38.54602,-79.16096,"11/18/1995"
37.75926,-79.5912,"1/9/2021"
37.2423,-80.13276,"4/4/2002"
38.52019,-77.36115,"7/1/1957"
37.248,-77.354,"9/19/1981"
36.5587,-79.36079,"10/15/1976"
37.047,-77.90815,"4/16/2011"
37.02759,-80.38748,"5/30/1998"
37.72693,-76.6658,"8/1/1978"
36.63931,-78.55758,"5/16/1970"
38.02516,-77.97089,"12/15/1998"
39.14588,-77.67422,"5/15/1970"
37.15814,-80.36054,"8/15/2012"
37.047,-77.90815,"1/16/2012"
38.61792,-77.52767,"11/15/1994"
NA,NA,""
37.29734,-79.85085,"10/15/2019"
38.56546,-79.14478,"8/21/2010"
38.36885,-78.5367,"12/28/2011"
38.58125,-79.14795,"3/16/2012"
38.57716,-79.11095,"8/31/2013"
38.51591,-79.02109,"8/7/2014"
NA,NA,""
NA,NA,""
38.9766,-78.6205,"2/16/2002"
38.90323,-78.48832,"4/3/2014"
36.84531,-81.39125,"11/5/2022"
37.33226,-76.70926,"10/22/2020"
38.44714,-79.65548,"1/7/2012"
NA,NA,""
36.589,-79.1345,"4/19/2003"
38.36911,-78.53718,"7/1/1993"
36.62492,-81.48593,"10/14/2011"
37.3557,-80.5378,"8/11/1990"
36.94165,-80.04166,"11/13/2003"
36.9846,-80.3755,"8/2/2016"
37.17433,-82.39963,"7/26/2021"
37.44378,-77.6257,"6/2/2006"
36.5884,-76.28729,"7/21/2000"
36.74465,-80.98215,"12/22/1992"
38.0735,-77.2265,"11/15/2008"
36.91355,-77.95074,"12/20/1980"
37.047,-77.90815,"5/3/2011"
36.745,-80.48,"9/29/2007"
36.6765,-76.364,"1/12/2008"
38.741,-77.23238,"6/13/1973"
38.70819,-77.17868,"7/15/1978"
38.80319,-77.34879,"8/15/1995"
37.06266,-79.82829,"12/21/2004"
37.01115,-79.908,"7/28/2007"
37.12815,-79.8871,"10/4/2012"
37.29854,-80.82856,"3/29/1997"
37.41095,-80.6275,"5/28/2005"
35.8525,-80.6585,"8/17/2015"
37.54,-79.57,"11/18/1972"
38.05408,-79.77946,"7/1/1992"
38.3331,-79.35755,"7/15/2000"
37.53434,-79.49707,"11/1/1988"
37.303,-78.193,"8/30/1980"
37.92735,-75.6561,"6/21/2007"
42.86222,-72.60887,"4/5/2016"
NA,NA,""
NA,NA,""
NA,NA,""
NA,NA,""
43.1635,-73.0723,"8/25/2005"
46.35639,-123.6081,"11/11/1978"
46.94917,-122.6869,"8/16/1967"
46.803,-122.4133,"8/15/1973"
46.803,-122.4133,"7/29/1977"
46.803,-122.4133,"9/16/1981"
46.985,-122.7669,"5/16/1984"
46.9363,-122.7607,"7/26/1985"
46.94445,-122.6893,"7/15/1987"
46.94913,-122.6869,"5/3/1990"
46.96515,-122.69,"10/10/2004"
46.8434,-123.2383,"3/31/2005"
46.86044,-122.7043,"2/4/2011"
46.78571,-122.7515,"3/20/2012"
NA,NA,""
46.33425,-123.5439,"4/24/2003"
46.0675,-118.0519,"3/6/2000"
46.03333,-117.9486,"1/16/2001"
46.0675,-118.0519,"3/8/2001"
46.03944,-118.0711,"3/11/2001"
46.0573,-117.9793,"11/19/2003"
48.78056,-122.1483,"6/16/1976"
48.8178,-122.1656,"8/27/1977"
48.68985,-122.4078,"9/7/1980"
48.72917,-121.6278,"7/11/1982"
48.86,-121.6738,"10/20/1984"
48.9294,-122.0247,"9/15/1987"
48.92928,-122.2638,"7/5/1995"
48.5149,-121.2543,"9/9/2001"
48.53944,-121.745,"8/4/2002"
48.76075,-122.2156,"4/23/2003"
48.78336,-122.2196,"7/13/2003"
48.9058,-121.6967,"8/15/2003"
48.66175,-121.3685,"12/3/2005"
NA,NA,""
48.43505,-121.3455,"6/14/2014"
48.90147,-122.3347,"1/21/2017"
48.84984,-122.1455,"8/19/2017"
48.92982,-122.2018,"9/15/2018"
NA,NA,""
NA,NA,""
37.585,-79.052,"12/7/2003"
37.9808,-78.9279,"1/21/2008"
37.38661,-79.55045,"9/9/2015"
37.64224,-79.79759,"12/24/2012"
48.74111,-117.4161,"5/10/1991"
46.31401,-124.0273,"7/15/1979"
47.4549,-122.2825,"5/19/1973"
47.72142,-124.3985,"10/15/1977"
47.71782,-123.0533,"8/15/1980"
47.7079,-122.9179,"9/15/1981"
47.6653,-122.9714,"1/23/1982"
47.49367,-123.8859,"11/15/1982"
48.00503,-122.911,"9/15/1986"
47.7442,-122.8994,"4/14/1996"
47.57778,-124.2933,"3/19/1999"
47.4645,-123.8979,"6/17/2000"
47.9237,-122.8531,"9/15/2001"
47.94056,-122.7919,"5/8/2003"
48.09725,-122.8241,"10/10/2004"
47.8306,-123.2135,"10/13/2004"
47.5532,-124.3324,"10/21/2004"
47.86028,-123.9364,"9/15/2005"
47.86697,-123.8796,"2/23/2006"
48.03632,-122.9539,"6/1/2008"
47.61922,-123.1592,"9/21/2013"
47.67304,-122.941,"9/8/2014"
47.82243,-124.195,"2/25/2017"
47.89745,-122.8345,"8/20/2020"
47.7117,-121.1544,"4/14/1970"
47.5225,-121.7569,"5/13/1970"
47.29944,-122.1806,"4/18/1973"
47.75034,-122.1979,"10/16/1974"
47.40667,-122.0375,"7/31/1975"
47.6181,-121.3114,"8/14/1977"
47.425,-121.4142,"11/26/1982"
47.5103,-122.0456,"8/17/1983"
47.425,-121.4317,"8/15/1984"
47.2831,-121.9258,"10/17/1984"
47.39,-122.2187,"12/25/1986"
47.1826,-121.7713,"6/18/1990"
47.48176,-121.6548,"12/3/1990"
47.57576,-121.7427,"10/15/1991"
47.288,-121.9658,"4/1/1992"
47.41,-121.725,"9/10/1994"
47.1998,-121.7565,"9/13/1995"
47.4317,-121.7731,"2/17/1996"
47.3958,-121.5356,"5/18/1998"
47.6068,-121.9008,"6/15/1999"
47.1608,-121.6594,"5/15/2000"
47.43534,-121.7666,"8/14/2000"
47.275,-122.195,"5/1/2002"
47.13485,-121.9418,"7/15/2002"
NA,NA,""
47.46312,-121.4454,"5/25/2004"
NA,NA,""
47.40245,-121.5633,"7/22/2004"
47.4352,-121.7812,"9/30/2004"
47.7393,-121.9749,"6/23/2005"
47.55477,-121.5354,"7/16/2005"
47.71167,-121.1544,"9/12/2005"
47.6597,-122.105,"10/12/2005"
47.6633,-122.1253,"3/15/2007"
47.09762,-122.5368,"1/2/2008"
NA,NA,""
47.70178,-121.1859,"8/4/2009"
NA,NA,""
47.34072,-122.0775,"5/2/2014"
47.49488,-121.7555,"10/31/2015"
47.6016,-121.6785,"4/5/2016"
47.7613,-122.7063,"6/25/1988"
47.5279,-122.3454,"6/22/1991"
47.79,-122.54,"9/1/2000"
47.78212,-122.528,"6/15/2003"
NA,NA,""
NA,NA,""
47.763,-122.5344,"11/16/2004"
NA,NA,""
47.7504,-122.535,"3/3/2006"
47.74897,-122.4966,"11/3/2006"
47.74225,-122.5377,"1/28/2008"
47.45411,-122.3219,"1/28/2008"
47.4506,-122.3234,"7/1/2008"
47.77293,-122.5552,"1/25/2011"
47.52877,-122.7197,"8/27/2021"
47.3338,-121.2309,"7/30/1965"
47.19944,-120.2758,"11/22/1970"
46.98333,-121.0922,"9/1/1983"
44.83931,-120.5688,"12/15/1995"
47.14472,-120.7967,"1/1/1997"
47.25722,-120.8908,"7/5/1997"
46.97944,-121.0939,"10/25/1997"
47.47745,-121.0415,"7/30/2000"
47.3178,-121.2802,"10/8/2000"
47.33515,-121.4044,"8/18/2004"
47.2842,-121.0777,"10/16/2004"
47.3991,-121.1008,"12/7/2004"
NA,NA,""
NA,NA,""
NA,NA,""
47.1902,-120.9783,"5/12/2014"
47.20113,-121.0161,"1/27/2016"
47.41704,-121.1417,"5/12/2017"
47.38253,-121.2636,"7/15/2020"
NA,NA,""
47.18806,-120.554,"1/13/2021"
47.21551,-120.9383,"8/27/2021"
47.34432,-120.9477,"10/15/2021"
45.96384,-121.6095,"5/18/1980"
45.81611,-121.5708,"10/15/1982"
46.01665,-121.6669,"5/15/1990"
45.75806,-121.2303,"4/13/1991"
45.91694,-121.5825,"9/14/2000"
45.9358,-120.9855,"3/18/2003"
45.88039,-121.1692,"4/23/2003"
45.96112,-121.6314,"8/14/2004"
45.99935,-121.4821,"4/16/2006"
45.86883,-121.4813,"9/15/2010"
45.77766,-121.5189,"7/10/2019"
46.49139,-122.9367,"8/18/1967"
46.6711,-121.5863,"11/15/1969"
46.67389,-121.5867,"11/19/1969"
46.63477,-122.7746,"8/5/1978"
46.50105,-122.8722,"9/15/1980"
