"latitude","longitude","county"
NA,NA,"Westmoreland County"
40.5258,-79.6575,"Westmoreland County"
40.43163,-79.58031,"Westmoreland County"
NA,NA,"Baker County"
45.0018,-117.2022,"Baker County"
NA,NA,"Baker County"
44.58335,-123.4166,"Benton County"
44.6693,-123.2433,"Benton County"
44.50455,-123.5524,"Benton County"
45.4237,-122.3876,"Clackamas County"
NA,NA,"Clackamas County"
NA,NA,"Clackamas County"
45.3894,-122.4163,"Clackamas County"
NA,NA,"Clackamas County"
45.0837,-122.4888,"Clackamas County"
NA,NA,"Clackamas County"
44.99745,-122.1647,"Clackamas County"
45.33,-121.9165,"Clackamas County"
44.9979,-122.1631,"Clackamas County"
45.12545,-122.533,"Clackamas County"
NA,NA,"Clackamas County"
45.32301,-121.7115,"Clackamas County"
45.03255,-122.4808,"Clackamas County"
45.40023,-122.2777,"Clackamas County"
44.97487,-122.3057,"Clackamas County"
45.33175,-121.9139,"Clackamas County"
45.3207,-121.9547,"Clackamas County"
45.1867,-122.3803,"Clackamas County"
44.9633,-122.4,"Clackamas County"
44.95023,-122.2347,"Clackamas County"
45.31061,-121.8388,"Clackamas County"
NA,NA,"Clackamas County"
NA,NA,"Clackamas County"
NA,NA,"Clackamas County"
45.1518,-122.1032,"Clackamas County"
NA,NA,"Clackamas County"
46.19945,-123.9513,"Clatsop County"
NA,NA,"Clatsop County"
45.99378,-123.9211,"Clatsop County"
45.70835,-123.625,"Clatsop County"
45.93701,-123.5417,"Clatsop County"
46.03193,-123.4573,"Clatsop County"
45.7492,-122.9546,"Columbia County"
45.85606,-123.1691,"Columbia County"
NA,NA,"Coos County"
40.1,-124.2,"Coos County"
43.54165,-123.875,"Coos County"
NA,NA,"Coos County"
43.1786,-124.3688,"Coos County"
43,-124.43,"Coos County"
43.27402,-123.9834,"Coos County"
42.28445,-124.2148,"Curry County"
42.6425,-124.0255,"Curry County"
NA,NA,"Curry County"
42.82,-124.53,"Curry County"
42.4018,-124.426,"Curry County"
42.07,-124.3,"Curry County"
42.08,-124.3,"Curry County"
NA,NA,"Curry County"
41.115,-75.205,"Monroe County"
40.61798,-77.62407,"Mifflin County"
41.21365,-80.26563,"Mercer County"
NA,NA,"Lycoming County"
41.32501,-75.74288,"Luzerne County"
NA,NA,"Lehigh County"
39.72785,-76.2074,"Lancaster County"
NA,NA,"Jefferson County"
NA,NA,"Indiana County"
40.33498,-77.85934,"Huntingdon County"
NA,NA,"Greene County"
NA,NA,"Fulton County"
NA,NA,"Franklin County"
41.47511,-79.3178,"Forest County"
NA,NA,"Fayette County"
41.91826,-80.54177,"Erie County"
NA,NA,"Erie County"
NA,NA,"Erie County"
NA,NA,"Erie County"
NA,NA,"Erie County"
NA,NA,"Fayette County"
40.05148,-79.56702,"Fayette County"
NA,NA,"Fayette County"
NA,NA,"Fayette County"
41.51954,-78.87955,"Forest County"
NA,NA,"Greene County"
NA,NA,"Indiana County"
NA,NA,"Indiana County"
40.60756,-79.20052,"Indiana County"
41.02176,-74.53322,"Jefferson County"
NA,NA,"Jefferson County"
NA,NA,"Jefferson County"
NA,NA,"Jefferson County"
NA,NA,"Lycoming County"
41.4065,-76.804,"Lycoming County"
41.9548,-78.65621,"McKean County"
41.97226,-78.66863,"McKean County"
NA,NA,"McKean County"
41.73315,-78.93985,"McKean County"
NA,NA,"McKean County"
NA,NA,"Mercer County"
NA,NA,"Mercer County"
NA,NA,"Mercer County"
41.07374,-80.12229,"Mercer County"
41.05,-80.50751,"Mercer County"
NA,NA,"Crawford County"
NA,NA,"Columbia County"
NA,NA,"Clinton County"
41.01865,-78.377,"Clearfield County"
NA,NA,"Clarion County"
39.73523,-76.04183,"Chester County"
NA,NA,"Cameron County"
40.36382,-78.87788,"Cambria County"
NA,NA,"Butler County"
NA,NA,"Bucks County"
NA,NA,"Berks County"
40.50322,-80.19804,"Beaver County"
NA,NA,"Armstrong County"
NA,NA,"Allegheny County"
41.98067,-71.6568,"Providence County"
41.81391,-71.74425,"Providence County"
39.76366,-77.27178,"Adams County"
NA,NA,"Adams County"
NA,NA,"Adams County"
NA,NA,"Adams County"
NA,NA,"Adams County"
40.357,-79.8765,"Allegheny County"
40.29929,-79.8944,"Allegheny County"
NA,NA,"Allegheny County"
40.5833,-79.9167,"Allegheny County"
40.52825,-80.25475,"Allegheny County"
40.5278,-79.7668,"Allegheny County"
40.6166,-80.0107,"Allegheny County"
NA,NA,"Allegheny County"
40.60946,-80.3293,"Beaver County"
NA,NA,"Bucks County"
40.4225,-75.06665,"Bucks County"
40.37726,-75.37814,"Bucks County"
40.1316,-74.85745,"Bucks County"
NA,NA,"Butler County"
40.94997,-80.07443,"Butler County"
40.92895,-80.07216,"Butler County"
NA,NA,"Cambria County"
NA,NA,"Cambria County"
NA,NA,"Cambria County"
NA,NA,"Cambria County"
NA,NA,"Cambria County"
40.65083,-78.52589,"Cambria County"
40.29074,-78.85725,"Cambria County"
40.45896,-78.80971,"Cambria County"
41.34404,-78.04547,"Cameron County"
NA,NA,"Clearfield County"
40.97015,-78.42314,"Clearfield County"
NA,NA,"Clearfield County"
41.12782,-78.5826,"Clearfield County"
NA,NA,"Clearfield County"
NA,NA,"Columbia County"
NA,NA,"Crawford County"
NA,NA,"Elk County"
41.31268,-78.39445,"Elk County"
NA,NA,"Williamsburg County"
NA,NA,"Sumter County"
35.148,-81.861,"Spartanburg County"
34.0431,-80.80685,"Richland County"
34.52414,-82.38998,"Pickens County"
34.39092,-81.54448,"Newberry County"
NA,NA,"Lancaster County"
NA,NA,"Kershaw County"
33.72,-78.9211,"Horry County"
NA,NA,"Hampton County"
NA,NA,"Greenville County"
34.421,-81.396,"Fairfield County"
33.096,-80.316,"Dorchester County"
34.08725,-79.1246,"Horry County"
33.5155,-78.3829,"Horry County"
NA,NA,"Kershaw County"
34.53654,-81.70052,"Laurens County"
34.45025,-82.56786,"Oconee County"
35.01305,-82.7962,"Oconee County"
34.65375,-83.11639,"Oconee County"
NA,NA,"Orangeburg County"
NA,NA,"Spartanburg County"
NA,NA,"Sumter County"
36.86345,-79.65835,"Darlington County"
32.9032,-80.65645,"Colleton County"
34.59,-80.3891,"Chesterfield County"
34.9533,-81.56005,"Cherokee County"
33.007,-80.156,"Charleston County"
NA,NA,"Berkeley County"
32.29968,-80.95958,"Beaufort County"
33.245,-81.359,"Barnwell County"
34.35765,-82.82005,"Anderson County"
32.98597,-81.61264,"Allendale County"
43.35851,-102.3971,"Shannon County"
43.89875,-103.4966,"Pennington County"
NA,NA,"Meade County"
44.38611,-103.6183,"Lawrence County"
43.4471,-101.7312,"Jackson County"
43.37663,-99.1903,"Gregory County"
NA,NA,"Dewey County"
NA,NA,"Lawrence County"
NA,NA,"Pennington County"
44.21694,-103.7742,"Pennington County"
32.37152,-80.44109,"Beaufort County"
NA,NA,"Berkeley County"
33.132,-79.884,"Berkeley County"
33.0932,-79.8102,"Berkeley County"
35.14947,-81.60892,"Cherokee County"
32.825,-80.559,"Colleton County"
33.04536,-80.45451,"Colleton County"
34.374,-80.074,"Darlington County"
NA,NA,"Custer County"
NA,NA,"Brown County"
36.15588,-82.38587,"Unicoi County"
35.5035,-89.91499,"Tipton County"
35.68449,-83.53575,"Sevier County"
36.3065,-84.34,"Scott County"
NA,NA,"Rutherford County"
NA,NA,"Robertson County"
NA,NA,"Roane County"
35.5467,-85.02585,"Rhea County"
35.1013,-84.3046,"Polk County"
35.545,-87.8084,"Perry County"
36.26451,-89.25397,"Obion County"
NA,NA,"Polk County"
35.988,-86.5101,"Rutherford County"
35.94778,-86.36485,"Rutherford County"
NA,NA,"Sevier County"
35.64151,-83.47566,"Sevier County"
35.46865,-83.3626,"Sevier County"
35.4745,-83.3032,"Sevier County"
NA,NA,"Sevier County"
35.226,-89.94,"Shelby County"
36.42846,-82.31094,"Sullivan County"
36.30155,-86.60155,"Sumner County"
36.5802,-86.5104,"Sumner County"
35.537,-89.63499,"Tipton County"
NA,NA,"Tipton County"
35.416,-89.7735,"Tipton County"
NA,NA,"Custer County"
36.19746,-84.66167,"Morgan County"
NA,NA,"Montgomery County"
35.3538,-84.0458,"Monroe County"
NA,NA,"Mcminn County"
NA,NA,"Maury County"
35.6753,-86.7074,"Marshall County"
35.40472,-84.05056,"Loudon County"
NA,NA,"Lewis County"
35.3218,-87.2932,"Lawrence County"
NA,NA,"Lauderdale County"
NA,NA,"Humphreys County"
35.94,-87.25375,"Hickman County"
35.80762,-88.30945,"Henderson County"
35.52335,-89.35205,"Haywood County"
36.36264,-82.98764,"Hawkins County"
35.0055,-89.3808,"Hardeman County"
36.38632,-83.21461,"Hawkins County"
NA,NA,"Hickman County"
35.78439,-87.44963,"Hickman County"
35.0228,-87.2352,"Lawrence County"
35.22149,-87.39061,"Lawrence County"
35.10615,-86.46987,"Lincoln County"
35.11417,-86.465,"Lincoln County"
NA,NA,"Marshall County"
NA,NA,"Mcminn County"
35.2597,-84.28315,"Monroe County"
NA,NA,"Monroe County"
NA,NA,"Montgomery County"
36.105,-84.38335,"Morgan County"
35.30146,-85.07263,"Hamilton County"
35.23036,-85.75014,"Grundy County"
36.0925,-82.3045,"Greene County"
36.19408,-83.73153,"Grainger County"
35.1918,-86.9094,"Giles County"
36.0165,-88.76775,"Gibson County"
36.39403,-84.85902,"Fentress County"
36.09583,-89.48666,"Dyer County"
NA,NA,"Dickson County"
36.0917,-86.9803,"Davidson County"
35.545,-85.0667,"Cumberland County"
35.8606,-89.0912,"Crockett County"
NA,NA,"Coffee County"
36.1874,-87.0886,"Cheatham County"
NA,NA,"Carter County"
NA,NA,"Carroll County"
NA,NA,"Cannon County"
NA,NA,"Cannon County"
36.12292,-88.65445,"Carroll County"
NA,NA,"Carter County"
35.97231,-84.88466,"Cumberland County"
35.8823,-84.88694,"Cumberland County"
NA,NA,"Dickson County"
36.1124,-87.4769,"Dickson County"
36.12318,-87.38542,"Dickson County"
36.02328,-89.17284,"Dyer County"
36.16488,-89.03873,"Gibson County"
35.20416,-87.19556,"Giles County"
35.18597,-84.48414,"Bradley County"
35.5559,-84.0475,"Blount County"
36.2635,-83.918,"Anderson County"
33.29083,-97.8375,"Wise County"
34.31,-99.295,"Wilbarger County"
29.38333,-96.25,"Wharton County"
30.812,-95.75645,"Walker County"
28.725,-97.06667,"Victoria County"
32.57306,-95.80556,"Van Zandt County"
32.58125,-94.86958,"Upshur County"
30.775,-94.41528,"Tyler County"
31.22333,-94.96611,"Trinity County"
30.38667,-98.08611,"Travis County"
31.45417,-100.4161,"Tom Green County"
31.44815,-100.4219,"Tom Green County"
31.0232,-94.47903,"Tyler County"
32.31565,-95.48672,"Van Zandt County"
30.61667,-95.52722,"Walker County"
30.75,-95.37666,"Walker County"
30.52361,-95.58334,"Walker County"
30.6,-95.63,"Walker County"
29.17805,-96.29222,"Wharton County"
30.51559,-97.67403,"Williamson County"
30.77532,-97.93719,"Williamson County"
NA,NA,"Anderson County"
NA,NA,"Anderson County"
35.129,-84.8215,"Bradley County"
36.4583,-83.92841,"Campbell County"
NA,NA,"Campbell County"
33.16972,-99.18778,"Throckmorton County"
32.84,-97.445,"Tarrant County"
30.566,-100.545,"Sutton County"
32.24271,-95.12872,"Smith County"
30.43703,-95.12381,"San Jacinto County"
31.1659,-94.1679,"San Augustine County"
31.56,-93.87194,"Sabine County"
31.87791,-94.89986,"Rusk County"
35.93985,-100.6767,"Roberts County"
33.64555,-95.16028,"Red River County"
34.93243,-101.667,"Randall County"
30.73861,-94.89778,"Polk County"
30.71139,-94.70139,"Polk County"
32.75,-97.75,"Parker County"
32.1,-94.20695,"Panola County"
32.8269,-98.3298,"Palo Pinto County"
30.12615,-93.8117,"Orange County"
32.85,-98.375,"Palo Pinto County"
32.83333,-98.38333,"Palo Pinto County"
32.817,-98.34489,"Palo Pinto County"
32.04361,-94.37444,"Panola County"
32.05806,-94.2,"Panola County"
32.01083,-94.14306,"Panola County"
32.7,-98.03333,"Parker County"
32.78611,-97.83334,"Parker County"
32.755,-98,"Parker County"
32.675,-97.61,"Parker County"
32.675,-97.61,"Parker County"
32.64,-97.84,"Parker County"
32.66908,-98.03284,"Parker County"
31.27278,-102.6922,"Pecos County"
31.06278,-102.3881,"Pecos County"
30.71139,-94.58,"Polk County"
30.66986,-94.66653,"Polk County"
33.67056,-95.06667,"Red River County"
33.66666,-95.27361,"Red River County"
33.845,-95.19722,"Red River County"
31.91708,-94.63458,"Rusk County"
32.27444,-94.965,"Rusk County"
32.35306,-94.90528,"Rusk County"
32.28944,-94.86833,"Rusk County"
32.33528,-94.7375,"Rusk County"
32.01667,-94.68333,"Rusk County"
31.86794,-94.95061,"Rusk County"
32.19417,-94.70779,"Rusk County"
NA,NA,"Sabine County"
30.63333,-95.3,"San Jacinto County"
30.475,-95.09167,"San Jacinto County"
30.55,-95.12305,"San Jacinto County"
30.46,-95.13,"San Jacinto County"
30.31363,-95.17966,"San Jacinto County"
30.3115,-95.3175,"San Jacinto County"
32.13972,-95.32,"Smith County"
32.18333,-95.21667,"Smith County"
32.51556,-95.41817,"Smith County"
NA,NA,"Smith County"
32.19202,-95.35257,"Smith County"
32.675,-97.025,"Tarrant County"
30.8,-93.7,"Newton County"
31.33333,-94.33334,"Nacogdoches County"
33.211,-94.0765,"Morris County"
31.4771,-98.53998,"Mills County"
28.8,-96.04472,"Matagorda County"
33.45278,-101.5361,"Lubbock County"
31.40444,-95.70861,"Leon County"
30.40335,-97.2836,"Lee County"
31.11611,-98.055,"Lampasas County"
NA,NA,"Lamb County"
29.24665,-100.4104,"Kinney County"
32.15,-97.52499,"Johnson County"
32.17194,-97.54944,"Johnson County"
33.82722,-95.62861,"Lamar County"
33.82083,-95.83639,"Lamar County"
31.18523,-95.89323,"Leon County"
30.302,-95.10654,"Liberty County"
30.26667,-94.85,"Liberty County"
30.26861,-94.79333,"Liberty County"
30.10305,-94.82,"Liberty County"
30.08333,-94.86667,"Liberty County"
29.88528,-94.83334,"Liberty County"
30.41667,-94.86667,"Liberty County"
30.01667,-94.85,"Liberty County"
30.40833,-95.00833,"Liberty County"
32.79338,-94.69412,"Marion County"
28.97944,-96.01666,"Matagorda County"
29,-95.5,"Matagorda County"
30.23333,-95.60834,"Montgomery County"
30.31667,-95.32,"Montgomery County"
30.405,-95.36166,"Montgomery County"
30.3343,-95.28653,"Montgomery County"
30.52694,-95.71278,"Montgomery County"
30.14378,-95.47556,"Montgomery County"
30.54366,-95.77908,"Montgomery County"
NA,NA,"Montgomery County"
NA,NA,"Montgomery County"
NA,NA,"Montgomery County"
30.52897,-95.72607,"Montgomery County"
NA,NA,"Montgomery County"
NA,NA,"Morris County"
33.03333,-94.72334,"Morris County"
30.76667,-93.68333,"Newton County"
30.72028,-93.61667,"Newton County"
30.77722,-103.7439,"Jeffdavis County"
30.41667,-93.94,"Jasper County"
33.13333,-98.35,"Jack County"
32.94722,-96.10222,"Hunt County"
32.24083,-101.3903,"Howard County"
31.35833,-95.48833,"Houston County"
33.33,-95.54278,"Hopkins County"
32.53333,-98.05,"Hood County"
NA,NA,"Hockley County"
32.16139,-95.6,"Henderson County"
36,-100.5,"Hemphill County"
30.19144,-94.32404,"Hardin County"
29.385,-97.81083,"Guadalupe County"
32.4125,-94.81806,"Gregg County"
33.75556,-96.53,"Grayson County"
33.69,-96.84806,"Grayson County"
33.71472,-96.78917,"Grayson County"
33.81435,-96.76199,"Grayson County"
33.825,-96.6075,"Grayson County"
32.51667,-94.9,"Gregg County"
29.30877,-97.47971,"Guadalupe County"
32.68,-94.3,"Harrison County"
32.68945,-94.59222,"Harrison County"
32.8,-94.16666,"Harrison County"
32.62389,-94.52,"Harrison County"
32.62194,-94.2,"Harrison County"
32.65,-94.37361,"Harrison County"
32.58333,-94.15,"Harrison County"
32.475,-97.815,"Hood County"
30.95972,-95.58334,"Houston County"
31.50773,-95.20691,"Houston County"
31.1683,-95.59745,"Houston County"
31.55668,-95.38226,"Houston County"
33.19944,-96.00306,"Hunt County"
33.25,-95.84,"Hunt County"
33.2,-96.17,"Hunt County"
33.2,-98.4,"Jack County"
33.275,-98.325,"Jack County"
33.375,-98.3,"Jack County"
29.02611,-96.71,"Jackson County"
30.83315,-93.972,"Jasper County"
30.43444,-93.89,"Jasper County"
30.33778,-93.97194,"Jasper County"
30.7114,-94.04529,"Jasper County"
31.05591,-94.20776,"Jasper County"
29.32862,-97.77225,"Gonzales County"
31.87333,-96.2,"Freestone County"
33.34139,-95.24917,"Franklin County"
33.46333,-95.8775,"Fannin County"
32.04417,-98.09234,"Erath County"
32.5175,-96.80417,"Ellis County"
32.375,-98.68,"Eastland County"
33.62167,-100.8361,"Dickens County"
33.33614,-97.02299,"Denton County"
33.48,-95.76861,"Delta County"
29.57444,-98.03083,"Comal County"
31.84167,-100.5167,"Coke County"
33.675,-98.225,"Clay County"
31.82347,-95.37101,"Cherokee County"
31.90791,-95.01264,"Cherokee County"
33.18528,-94.25556,"Cass County"
33.05685,-94.52925,"Cass County"
33.01,-94.44,"Cass County"
32.9,-94.6,"Cass County"
33.07639,-94.25694,"Cass County"
33.09625,-94.32139,"Cass County"
NA,NA,"Cass County"
33.17162,-94.14799,"Cass County"
33.2784,-94.12258,"Cass County"
34.03789,-94.32321,"Cass County"
34.125,-98.105,"Clay County"
29.79893,-98.15556,"Comal County"
29.52533,-98.15854,"Comal County"
33.48028,-97.04361,"Cooke County"
33.81861,-96.96333,"Cooke County"
33.77528,-97.05903,"Cooke County"
31.37756,-97.59946,"Coryell County"
33.24722,-95.77,"Delta County"
33.26222,-95.82056,"Delta County"
33.27303,-97.03784,"Denton County"
33.25,-97.05,"Denton County"
33.04,-97.18,"Denton County"
32.26889,-96.69583,"Ellis County"
32.36,-96.66,"Ellis County"
32.375,-96.63,"Ellis County"
33.59,-96.27306,"Fannin County"
33.61666,-95.90694,"Fannin County"
33.79094,-95.92831,"Fannin County"
NA,NA,"Fannin County"
33.445,-96.05,"Fannin County"
33.36867,-95.23958,"Franklin County"
31.93425,-96.12524,"Freestone County"
30.33333,-96.55,"Burleson County"
33.37917,-94.11611,"Bowie County"
32.15,-97.5,"Bosque County"
29.56835,-98.68465,"Bexar County"
31.30853,-94.76362,"Angelina County"
31.6212,-95.6669,"Anderson County"
37.182,-113.7382,"Washington County"
40.028,-110.9315,"Wasatch County"
40.5,-109.9,"Uintah County"
NA,NA,"Tooele County"
38.8204,-111.6631,"Sevier County"
39.48,-111.23,"Sanpete County"
37.75705,-109.3125,"San Juan County"
40.60779,-111.6508,"Salt Lake County"
NA,NA,"Rich County"
40.4871,-112.1402,"Salt Lake County"
38.54144,-112.0729,"Sevier County"
40.77988,-110.9325,"Summit County"
NA,NA,"Summit County"
40.825,-110.825,"Summit County"
40.92128,-111.0837,"Summit County"
NA,NA,"Summit County"
40.98583,-110.3961,"Summit County"
40.65,-110,"Uintah County"
40.75,-109.575,"Uintah County"
40.25622,-111.6068,"Utah County"
40.3857,-111.6992,"Utah County"
40.34937,-111.6956,"Utah County"
40.26705,-111.5986,"Utah County"
40.42,-111.63,"Utah County"
40.0445,-111.5447,"Utah County"
31.78333,-95.68333,"Anderson County"
NA,NA,"Anderson County"
31.2371,-94.45095,"Angelina County"
29.26258,-98.56143,"Bexar County"
33.28333,-94.35722,"Bowie County"
30.525,-96.59167,"Burleson County"
30.55738,-96.42506,"Burleson County"
NA,NA,"Piute County"
40.9744,-111.8189,"Morgan County"
NA,NA,"Millard County"
37.8058,-111.3481,"Garfield County"
39.64175,-111.2186,"Emery County"
40.61087,-110.8139,"Duchesne County"
40.915,-109.725,"Daggett County"
NA,NA,"Carbon County"
41.43135,-111.4988,"Cache County"
NA,NA,"Box Elder County"
NA,NA,"Beaver County"
36.76377,-81.9107,"Washington County"
38.9593,-78.02081,"Warren County"
36.7586,-76.0418,"Virginia Beach City County"
NA,NA,"Tazewell County"
37.1694,-76.77447,"Surry County"
37.12985,-76.82308,"Surry County"
38.98773,-78.20517,"Warren County"
38.89625,-78.1268,"Warren County"
NA,NA,"Warren County"
38.225,-112.35,"Beaver County"
41.6359,-111.6149,"Cache County"
41.5343,-111.5281,"Cache County"
41.96181,-111.5333,"Cache County"
41.49955,-111.6348,"Cache County"
41.7086,-112.0179,"Cache County"
40.9,-109.75,"Daggett County"
40.86765,-109.5143,"Daggett County"
NA,NA,"Davis County"
40.91689,-111.8038,"Davis County"
40.61125,-110.3583,"Duchesne County"
40.60353,-110.8055,"Duchesne County"
NA,NA,"Emery County"
39.58375,-111.1339,"Emery County"
38,-112.5,"Garfield County"
NA,NA,"Millard County"
40.9,-111.625,"Morgan County"
38.48342,-77.34673,"Stafford County"
36.73225,-81.62195,"Smyth County"
38.73048,-78.33453,"Shenandoah County"
36.8778,-82.4179,"Scott County"
38.54602,-79.16096,"Rockingham County"
37.75926,-79.5912,"Rockbridge County"
37.2423,-80.13276,"Roanoke County"
38.52019,-77.36115,"Prince William County"
37.248,-77.354,"Prince George County"
36.5587,-79.36079,"Pittsylvania County"
37.047,-77.90815,"Nottoway County"
37.02759,-80.38748,"Montgomery County"
37.72693,-76.6658,"Middlesex County"
36.63931,-78.55758,"Mecklenburg County"
38.02516,-77.97089,"Louisa County"
39.14588,-77.67422,"Loudoun County"
37.15814,-80.36054,"Montgomery County"
37.047,-77.90815,"Nottoway County"
38.61792,-77.52767,"Prince William County"
NA,NA,"Prince William County"
37.29734,-79.85085,"Roanoke County"
38.56546,-79.14478,"Rockingham County"
38.36885,-78.5367,"Rockingham County"
38.58125,-79.14795,"Rockingham County"
38.57716,-79.11095,"Rockingham County"
38.51591,-79.02109,"Rockingham County"
NA,NA,"Scott County"
NA,NA,"Shenandoah County"
38.9766,-78.6205,"Shenandoah County"
38.90323,-78.48832,"Shenandoah County"
36.84531,-81.39125,"Smyth County"
37.33226,-76.70926,"James City County"
38.44714,-79.65548,"Highland County"
NA,NA,"Henry County"
36.589,-79.1345,"Halifax County"
38.36911,-78.53718,"Greene County"
36.62492,-81.48593,"Grayson County"
37.3557,-80.5378,"Giles County"
36.94165,-80.04166,"Franklin County"
36.9846,-80.3755,"Floyd County"
37.17433,-82.39963,"Dickenson County"
37.44378,-77.6257,"Chesterfield County"
36.5884,-76.28729,"Chesapeake City County"
36.74465,-80.98215,"Carroll County"
38.0735,-77.2265,"Caroline County"
36.91355,-77.95074,"Brunswick County"
37.047,-77.90815,"Brunswick County"
36.745,-80.48,"Carroll County"
36.6765,-76.364,"Chesapeake City County"
38.741,-77.23238,"Fairfax County"
38.70819,-77.17868,"Fairfax County"
38.80319,-77.34879,"Fairfax County"
37.06266,-79.82829,"Franklin County"
37.01115,-79.908,"Franklin County"
37.12815,-79.8871,"Franklin County"
37.29854,-80.82856,"Giles County"
37.41095,-80.6275,"Giles County"
35.8525,-80.6585,"Giles County"
37.54,-79.57,"Botetourt County"
38.05408,-79.77946,"Bath County"
38.3331,-79.35755,"Augusta County"
37.53434,-79.49707,"Amherst County"
37.303,-78.193,"Amelia County"
37.92735,-75.6561,"Accomack County"
42.86222,-72.60887,"Windham County"
NA,NA,"Washington County"
NA,NA,"Rutland County"
NA,NA,"Lamoille County"
NA,NA,"Chittenden County"
43.1635,-73.0723,"Bennington County"
46.35639,-123.6081,"Wahkiakum County"
46.94917,-122.6869,"Thurston County"
46.803,-122.4133,"Thurston County"
46.803,-122.4133,"Thurston County"
46.803,-122.4133,"Thurston County"
46.985,-122.7669,"Thurston County"
46.9363,-122.7607,"Thurston County"
46.94445,-122.6893,"Thurston County"
46.94913,-122.6869,"Thurston County"
46.96515,-122.69,"Thurston County"
46.8434,-123.2383,"Thurston County"
46.86044,-122.7043,"Thurston County"
46.78571,-122.7515,"Thurston County"
NA,NA,"Thurston County"
46.33425,-123.5439,"Wahkiakum County"
46.0675,-118.0519,"Walla Walla County"
46.03333,-117.9486,"Walla Walla County"
46.0675,-118.0519,"Walla Walla County"
46.03944,-118.0711,"Walla Walla County"
46.0573,-117.9793,"Walla Walla County"
48.78056,-122.1483,"Whatcom County"
48.8178,-122.1656,"Whatcom County"
48.68985,-122.4078,"Whatcom County"
48.72917,-121.6278,"Whatcom County"
48.86,-121.6738,"Whatcom County"
48.9294,-122.0247,"Whatcom County"
48.92928,-122.2638,"Whatcom County"
48.5149,-121.2543,"Whatcom County"
48.53944,-121.745,"Whatcom County"
48.76075,-122.2156,"Whatcom County"
48.78336,-122.2196,"Whatcom County"
48.9058,-121.6967,"Whatcom County"
48.66175,-121.3685,"Whatcom County"
NA,NA,"Whatcom County"
48.43505,-121.3455,"Whatcom County"
48.90147,-122.3347,"Whatcom County"
48.84984,-122.1455,"Whatcom County"
48.92982,-122.2018,"Whatcom County"
NA,NA,"Lamoille County"
NA,NA,"Lamoille County"
37.585,-79.052,"Amherst County"
37.9808,-78.9279,"Augusta County"
37.38661,-79.55045,"Bedford County"
37.64224,-79.79759,"Botetourt County"
48.74111,-117.4161,"Pend Oreille County"
46.31401,-124.0273,"Pacific County"
47.4549,-122.2825,"Kitsap County"
47.72142,-124.3985,"Jefferson County"
47.71782,-123.0533,"Jefferson County"
47.7079,-122.9179,"Jefferson County"
47.6653,-122.9714,"Jefferson County"
47.49367,-123.8859,"Jefferson County"
48.00503,-122.911,"Jefferson County"
47.7442,-122.8994,"Jefferson County"
47.57778,-124.2933,"Jefferson County"
47.4645,-123.8979,"Jefferson County"
47.9237,-122.8531,"Jefferson County"
47.94056,-122.7919,"Jefferson County"
48.09725,-122.8241,"Jefferson County"
47.8306,-123.2135,"Jefferson County"
47.5532,-124.3324,"Jefferson County"
47.86028,-123.9364,"Jefferson County"
47.86697,-123.8796,"Jefferson County"
48.03632,-122.9539,"Jefferson County"
47.61922,-123.1592,"Jefferson County"
47.67304,-122.941,"Jefferson County"
47.82243,-124.195,"Jefferson County"
47.89745,-122.8345,"Jefferson County"
47.7117,-121.1544,"King County"
47.5225,-121.7569,"King County"
47.29944,-122.1806,"King County"
47.75034,-122.1979,"King County"
47.40667,-122.0375,"King County"
47.6181,-121.3114,"King County"
47.425,-121.4142,"King County"
47.5103,-122.0456,"King County"
47.425,-121.4317,"King County"
47.2831,-121.9258,"King County"
47.39,-122.2187,"King County"
47.1826,-121.7713,"King County"
47.48176,-121.6548,"King County"
47.57576,-121.7427,"King County"
47.288,-121.9658,"King County"
47.41,-121.725,"King County"
47.1998,-121.7565,"King County"
47.4317,-121.7731,"King County"
47.3958,-121.5356,"King County"
47.6068,-121.9008,"King County"
47.1608,-121.6594,"King County"
47.43534,-121.7666,"King County"
47.275,-122.195,"King County"
47.13485,-121.9418,"King County"
NA,NA,"King County"
47.46312,-121.4454,"King County"
NA,NA,"King County"
47.40245,-121.5633,"King County"
47.4352,-121.7812,"King County"
47.7393,-121.9749,"King County"
47.55477,-121.5354,"King County"
47.71167,-121.1544,"King County"
47.6597,-122.105,"King County"
47.6633,-122.1253,"King County"
47.09762,-122.5368,"King County"
NA,NA,"King County"
47.70178,-121.1859,"King County"
NA,NA,"King County"
47.34072,-122.0775,"King County"
47.49488,-121.7555,"King County"
47.6016,-121.6785,"King County"
47.7613,-122.7063,"Kitsap County"
47.5279,-122.3454,"Kitsap County"
47.79,-122.54,"Kitsap County"
47.78212,-122.528,"Kitsap County"
NA,NA,"Kitsap County"
NA,NA,"Kitsap County"
47.763,-122.5344,"Kitsap County"
NA,NA,"Kitsap County"
47.7504,-122.535,"Kitsap County"
47.74897,-122.4966,"Kitsap County"
47.74225,-122.5377,"Kitsap County"
47.45411,-122.3219,"Kitsap County"
47.4506,-122.3234,"Kitsap County"
47.77293,-122.5552,"Kitsap County"
47.52877,-122.7197,"Kitsap County"
47.3338,-121.2309,"Kittitas County"
47.19944,-120.2758,"Kittitas County"
46.98333,-121.0922,"Kittitas County"
44.83931,-120.5688,"Kittitas County"
