"State.Name","County.Name","Latitude","Longitude","avg_AQI","most_common_category","n_observations"
"Washington","Chelan",47.334444,-120.095556,43.3,"Good",31
"Washington","Clallam",48.006295,-122.973953,39.6,"Good",32
"Washington","Clark",45.64336,-122.58737,32.9,"Good",31
"Washington","Columbia",46.318,-117.985,34.8,"Good",59
"Washington","Cowlitz",46.139444,-122.961944,23.4,"Good",31
"Washington","Franklin",46.5754,-119.0021,22.3,"Good",31
"Washington","Garfield",46.474438,-117.614764,17.4,"Good",31
"Washington","Grant",47.241153,-119.847824,24.8,"Good",31
"Washington","Grays Harbor",46.97228,-123.83173,24.4,"Good",31
"Washington","Jefferson",48.12919,-122.77897,19.7,"Good",31
"Washington","King",47.386111,-122.230278,43.9,"Good",32
"Washington","Kitsap",47.592675,-122.627397,24.5,"Good",31
"Washington","Kittitas",47.399815,-121.427096,39,"Good",31
"Washington","Lewis",46.624184,-121.388064,26.5,"Good",31
"Washington","Mason",47.21355,-123.10081,27.2,"Good",31
"Washington","Okanogan",48.354124,-120.105116,67.4,"Moderate",31
"Washington","Pend Oreille",48.181952,-117.053102,37.2,"Good",31
"Washington","Pierce",47.14,-122.3003,43.8,"Good",31
"Washington","Skagit",48.4102,-122.3376,21.7,"Good",28
"Washington","Snohomish",48.054315,-122.171529,49.9,"Good",31
"Washington","Spokane",47.69978,-117.42635,37.5,"Good",31
"Washington","Stevens",48.544448,-117.903425,52.2,"Moderate",31
"Washington","Thurston",47.029396,-122.821548,24.9,"Good",30
"Washington","Walla Walla",46.199901,-119.008329,25,"Good",31
"Washington","Whatcom",48.73142,-121.065815,18.8,"Good",31
"Washington","Whitman",47.23136,-117.36856,15.9,"Good",31
"Washington","Yakima",46.37543,-120.72932,57.8,"Moderate",31
"West Virginia","Berkeley",39.448105,-77.963845,39.4,"Good",31
"West Virginia","Brooke",40.240877,-80.65033,17.3,"Good",90
"West Virginia","Cabell",38.410242,-82.432436,38.3,"Good",31
"West Virginia","Gilmer",38.8795,-80.8477,27.6,"Good",59
"West Virginia","Greenbrier",37.908533,-80.632633,39.4,"Good",31
"West Virginia","Hancock",40.618353,-80.540616,18.1,"Good",90
"West Virginia","Kanawha",38.366183,-81.693717,39.2,"Good",91
"West Virginia","Marshall",39.915961,-80.733858,49,"Moderate",89
"West Virginia","Mason",38.95649,-82.08866,3.8,"Good",59
"West Virginia","Monongalia",39.649367,-79.920867,15.6,"Good",89
"West Virginia","Ohio",40.114876,-80.700972,39.9,"Good",31
"West Virginia","Tucker",39.0905,-79.6617,31.8,"Good",59
"West Virginia","Wood",39.323533,-81.552367,16.3,"Good",90
"Wisconsin","Dane",43.0733,-89.4358,35.8,"Good",5
"Wisconsin","Dodge",43.466111,-88.621111,39.5,"Good",11
"Wisconsin","Milwaukee",43.1818,-87.901,41.5,"Good",10
"Wisconsin","Taylor",45.2066,-90.5969,31.8,"Good",59
"Wisconsin","Waukesha",43.020075,-88.21507,39.4,"Good",5
"Wyoming","Albany",41.3642,-106.2399,42.5,"Good",59
"Wyoming","Campbell",44.295496,-105.368761,34.3,"Good",89
"Wyoming","Sublette",42.9288,-109.788,42.9,"Good",90
"Wyoming","Sweetwater",41.76306,-108.73444,17.1,"Good",90
"Wyoming","Teton",44.565217,-110.400996,38,"Good",60
